Company Name,Equity,Ticker Symbol,E,E out of 100,S,G,ESG,EPS,Profit Margin ,Tobin's Q,Return on Asset,Return on Equity,Debt To Market Cap Ratio,Total Asset Turnover,Price to Sales Ratio
Calpine Corp,US Equity,CPN US Equity,1,19,1.4,3.6,2,-0.615659,-12.4261905291686,1.15539141959626,-2.39502287545525,-14.3873489071008,2.19189204495832,0.497647334933839,0.616195379848567
Taiheiyo Cement Corp,JP Equity,5233 JP Equity,3.5,69,2.3,3,2.93333333333333,91.28,5.01047450730454,1.14959906063711,2.7263823681104,7.54562749594333,0.613173495180692,0.836587281058441,0.61687075704769
Seven West Media Ltd,AU Equity,SWM AU Equity,0.3,5,2,5,2.43333333333333,0.067,12.4444971572167,1.22978720260066,-29.1853755113751,-77.2008429566971,0.838526727204748,0.702094746145283,0.620814719177763
Woolworths Group Ltd,AU Equity,WOW AU Equity,3.5,69,3.2,3.6,3.43333333333333,0.749,3.23809523809524,2.07393181133162,7.4788536800909,18.6945773944144,0.0829165171389161,2.37470858056643,0.621702251309543
Walgreens Boots Alliance Inc,US Equity,WBA US Equity,3.2,63,2.3,3.5,3,1.0725,3.33121241937827,1.65155581156418,5.7946578305075,14.3322068033837,0.209366978776692,1.73789536330284,0.621842545601792
Electrolux AB,SS Equity,ELUXB SS Equity,3.7,73,4.4,3.7,3.93333333333333,4.53333333333333,4.26650706719285,1.63552762724193,6.07613737241711,28.8000513952055,0.12048980501836,1.38919631535755,0.62302738380229
Fuji Media Holdings Inc,JP Equity,4676 JP Equity,0.7,13,2,4,2.23333333333333,29.87,4.17436060806336,0.755758072873549,2.07287836952025,3.69452122139484,0.505813570475693,0.531943363846319,0.625459657758118
Isuzu Motors Ltd,JP Equity,7202 JP Equity,2.5,49,2,1.4,1.96666666666667,30.8266666666667,4.56179513645026,1.20657725317489,5.65442462573701,12.8731499489613,0.196834951917766,1.08204797678212,0.625788622873827
Mitsubishi Corp,JP Equity,8058 JP Equity,1.6,31,1.8,3.6,2.33333333333333,92.99,7.65572659956838,0.951665249187042,3.35544045723358,10.5048536893504,1.13473213330952,0.476128803598614,0.626124609622427
CenturyLink Inc,US Equity,CTL US Equity,1,19,3,4.5,2.83333333333333,0.513333333333333,8.39980690595717,0.9326006527981,1.70663967139437,5.72246651988704,1.98215377222331,0.316332978288684,0.628199039204833
NCR Corp,US Equity,NCR US Equity,0.8,15,0.5,3,1.43333333333333,0.16,1.96291645993185,1.44781307505856,3.28606389487464,25.5986638145017,0.779993863570192,0.847831810090112,0.62999935871647
Cie de Saint-Gobain,FP Equity,SGO FP Equity,3.9,77,3.3,2.9,3.36666666666667,1.468579,3.98019704916426,1.15977648390195,3.61312352914033,8.41189267585207,0.37044262562245,0.941580914586313,0.630170496962396
TS Tech Co Ltd,JP Equity,7313 JP Equity,2.2,43,1.6,1,1.6,112.986666666667,6.17354226387426,1.15796784884003,8.12147548811548,12.2436460876193,0.0075431474389684,1.4164015108054,0.630530811957874
Hitachi Metals Ltd,JP Equity,5486 JP Equity,3.5,69,2.8,3,3.1,22.0733333333333,3.77792236067443,1.06814667584723,4.5882012788487,8.89652328998868,0.292976197372235,0.931721189332056,0.637943895678684
Anthem Inc,US Equity,ANTM US Equity,4,79,2.4,4.5,3.63333333333333,4.26666666666667,4.86014386161831,1.39140320607711,5.32907242474985,14.0883507202655,0.322647934282942,1.31210596486258,0.640707764538719
Mitsui Mining & Smelting Co Ltd,JP Equity,5706 JP Equity,0.4,7,1.5,2.6,1.5,-32.0933333333333,-0.773635545142522,1.28339970027465,3.45983965647859,10.6605258554999,0.700673697241778,0.967259510618557,0.641668280349621
Sekisui House Ltd,JP Equity,1928 JP Equity,2.8,55,2,3,2.6,47.0175,5.82471336295258,1.09627383930537,5.77953454052638,11.7166766437278,0.470404488549258,0.947540759548422,0.641966866187078
Toda Corp,JP Equity,1860 JP Equity,2.9,57,1.3,1.7,1.96666666666667,21.5933333333333,5.80165814758545,1.03626364215144,6.54312582456752,15.8745153218467,0.268083809324726,0.769144158781515,0.642375746746972
DGB Financial Group Inc,KS Equity,139130 KS Equity,5,99,1.8,2.6,3.13333333333333,417.665960666667,9.55158522395341,0.96347022510888,0.545288981385086,7.93455408004969,4.33481541570021,0.0523000000331052,0.644484173043946
Jardine Cycle & Carriage Ltd,SP Equity,JCNC SP Equity,0.2,3,0.8,2,1,0.459534333333333,3.9694676256664,1.19780246955875,3.32586586872821,12.8611826896104,0.581493365085576,0.745502111186956,0.645849993595702
Hyundai Mobis Co Ltd,KS Equity,012330 KS Equity,2.4,47,2.4,3.5,2.76666666666667,2788.33333166667,3.13860285248502,0.855171657955595,4.25988349929578,6.09689893761181,0.136128060604619,0.854551642423755,0.646440023587676
LANXESS AG,GR Equity,LXS GR Equity,2.6,51,3.4,2.3,2.76666666666667,0.371538333333333,1.31127948609083,1.3503783385193,1.11997569612208,4.58630393393759,0.492751357685471,0.966644228230065,0.647196619514844
Kerry Logistics Network Ltd,HK Equity,636 HK Equity,1,19,2.1,2,1.7,0.783052,7.7746352822471,0.993377299517845,6.07880104119762,11.8928672541332,0.420044509913285,0.884504412035331,0.647454855172122
Sembcorp Industries Ltd,SP Equity,SCI SP Equity,1.6,31,3.3,3.5,2.8,0.0183,1.90405847525465,0.97730388037224,1.13917131450341,4.38029578352877,1.78537471716983,0.377392733700885,0.648519779805382
voestalpine AG,AV Equity,VOE AV Equity,2,39,2.3,3.1,2.46666666666667,1.070508,6.01065504549647,1.14936701499696,4.8873116850711,12.56712558556,0.547910734505877,0.848372101168697,0.648820156721147
Qantas Airways Ltd,AU Equity,QAN AU Equity,3,59,2.4,4,3.13333333333333,0.34,7.00923787528868,1.28186309273743,5.37233588481348,25.4378873618971,0.478526977341565,0.940898614233275,0.650665890193509
Electric Power Development Co Ltd,JP Equity,9513 JP Equity,2.4,47,1,2,1.8,89.6166666666667,7.38465480396101,0.902702586423482,2.47016227841554,8.70904330814547,2.9523306066115,0.324806933544492,0.652846670866119
Japan Petroleum Exploration Co Ltd,JP Equity,1662 JP Equity,2.7,53,2,2.9,2.53333333333333,-212.596666666667,-26.5193731005301,0.602061562151604,-2.18918318397295,-3.66056527827763,0.945695355921598,0.315718158230382,0.654507464159813
Deutsche Bank AG,GR Equity,DBK GR Equity,5,99,3.8,3.5,4.1,-0.260988333333333,-10.3557290384194,0.97668150961986,-0.0473001975369154,-1.64573062310509,10.9292886107355,0.0241531047422321,0.656545022532523
International Consolidated Airlines Group SA,LN Equity,IAG LN Equity,2.5,49,2.5,2.3,2.43333333333333,0.698943,11.9496855345912,1.29015324503723,7.32510890654171,32.1574929690639,0.524424370561933,0.840941538236263,0.656990315683163
S-Oil Corp,KS Equity,010950 KS Equity,1.8,35,2,2.9,2.23333333333333,2789.66666733333,5.93093061323937,1.47016287207643,7.55094625509995,16.5903409558991,0.395843944567899,1.40682840303693,0.658871799241542
Sun Art Retail Group Ltd,HK Equity,6808 HK Equity,1.1,21,0.2,1.6,0.966666666666667,0.108599,2.14759535655058,1.72508096590097,4.65197621545995,12.6666666666667,0.0000616566160820198,1.70422558670198,0.659811543588766
GKN PLC,LN Equity,GKN LN Equity,1.9,37,2.7,3.1,2.56666666666667,0.045561,1.62771285475793,1.33538435748138,5.6437587657784,21.5509854327335,0.188439019137472,1.08510518934081,0.660488224138438
Japan Aviation Electronics Industry Ltd,JP Equity,6807 JP Equity,3.4,67,2.1,2,2.5,37.1966666666667,5.15496396936857,1.19943309267452,6.91177898637134,11.3591372450035,0.100143989222491,1.35764577175663,0.661519180120771
Brenntag AG,GR Equity,BNR GR Equity,2.3,45,3.1,3.7,3.03333333333333,0.570841333333333,3.02623673671659,1.62374835723145,5.12657006485896,12.8424927976671,0.290456560929939,1.5823175876236,0.662191760076556
Mitsui & Co Ltd,JP Equity,8031 JP Equity,2.6,51,3.3,2.7,2.86666666666667,58.2933333333333,8.29490441802323,0.919268800982615,3.78788109009088,11.4056987610864,1.40213660967719,0.423593574245875,0.665147885944058
Shui On Land Ltd,HK Equity,272 HK Equity,1.6,31,1.4,3.1,2.03333333333333,0.095967,13.3252866626433,0.79194029331416,1.89594300331917,4.40764802197222,3.18086099972034,0.156030527895816,0.668578450663482
Nipro Corp,JP Equity,8086 JP Equity,0,0,0,1,0.333333333333333,15.2133333333333,2.51562928431329,1.10314114181938,1.71430325964845,7.9688393322214,1.9106481803666,0.494398104380098,0.669417521590014
Kintetsu Group Holdings Co Ltd,JP Equity,9041 JP Equity,2.4,47,1,3,2.13333333333333,34.3833333333333,2.11319727312311,1.2317674554585,1.57807848988066,8.75409144422653,1.3272267613969,0.641971853275387,0.670193736192735
WH Group Ltd,HK Equity,288 HK Equity,0.8,15,1,2,1.26666666666667,0.037366,4.91425646275915,1.59711327588609,7.84925006061866,16.466826538769,0.217297988478584,1.55038276351796,0.672328139858158
Yamato Holdings Co Ltd,JP Equity,9064 JP Equity,1.5,29,2,3,2.16666666666667,22.1233333333333,1.92935892203125,1.36447667220495,0.365184809380192,0.751441949279724,0.156528886520204,1.35930067816639,0.672911258153127
Aramark,US Equity,ARMK US Equity,0.7,13,2.2,3.5,2.13333333333333,0.586666666666667,3.72246610513472,1.6031093007251,4.09964618744631,19.2598753662889,0.651285043470448,1.29956974137034,0.674891595841213
Toyo Tire & Rubber Co Ltd,JP Equity,5105 JP Equity,2.8,55,2,2.6,2.46666666666667,29.2166666666667,3.74114271955981,1.27027879454971,1.66276433242533,5.29838878585877,0.474486151773511,0.850598029153948,0.675737070790646
Tyson Foods Inc,US Equity,TSN US Equity,2.2,43,3.2,3.4,2.93333333333333,2.12759566666667,7.68390501855155,1.51001353388738,9.7371298786816,23.0682646760932,0.361884122715979,1.55269500167246,0.676360223573259
Izumi Co Ltd,JP Equity,8273 JP Equity,0.3,5,0.3,4,1.53333333333333,103.116666666667,4.18930877350366,1.59361417837112,5.50651277559974,16.0925189421949,0.387028827020384,1.43991258571792,0.679223155288816
Tokio Marine Holdings Inc,JP Equity,8766 JP Equity,5,99,4,3.7,4.23333333333333,88.9,4.9561449687968,0.987782997217698,1.00878240519028,6.32235520129671,0.128616836986966,0.237906452170924,0.689938263188487
Nippo Corp,JP Equity,1881 JP Equity,1.7,33,2,1.3,1.66666666666667,65.7866666666667,7.25037274528003,0.983591847559365,5.82928455572438,9.64555202106112,0.00770191608060207,0.843498359724373,0.695211113499888
Booker Group PLC,LN Equity,BOK LN Equity,0.5,9,1.6,3.8,1.96666666666667,0.0419,2.88717968538631,3.23189376799079,11.7252198022692,30.5571401407112,0,3.93331144431068,0.697720290177068
Yue Yuen Industrial Holdings Ltd,HK Equity,551 HK Equity,2.2,43,2.3,3,2.5,0.158407,5.57857544229353,1.2659327714129,6.5357431042835,11.51261079945,0.269232546473256,1.14815700833033,0.699635492580595
Acerinox SA,SM Equity,ACX SM Equity,3.7,73,3,3.3,3.33333333333333,0.149017,3.75043014371216,1.30647406457526,4.26207997742343,9.38118165980614,0.399589046322613,1.05757526355782,0.701432423861737
Jacobs Engineering Group Inc,US Equity,JEC US Equity,0.5,9,1.3,3.6,1.8,0.38,1.62024363380036,1.27258956863191,2.91288364611854,5.38259588178836,0.167834133206147,1.19881074186242,0.702846556550825
Yamaha Motor Co Ltd,JP Equity,7272 JP Equity,2.5,49,2.5,2.7,2.56666666666667,69.8466666666667,5.88666350356125,1.41333740946334,7.69128531909786,18.1683216084746,0.310992305348623,1.24254883679845,0.704211180067406
Valeant Pharmaceuticals International Inc,CN Equity,VRX CN Equity,0.8,15,1.4,4,2.06666666666667,-0.84,-17.5467985042287,1.02045635719578,2.26548049733563,20.1169597424669,4.5082926138181,0.214948779078875,0.705030023453429
Wesfarmers Ltd,AU Equity,WES AU Equity,2.4,47,3,4.5,3.3,0.187,0.590595052373523,1.68045995008278,3.68406908851049,6.47265859730449,0.111465192709865,1.69560012703687,0.705463096131753
Zurich Insurance Group AG,SW Equity,ZURN SW Equity,5,99,3.7,3.4,4.03333333333333,9.996558,4.54710693729173,1.03090179401811,0.746572823158669,9.42845485075798,0.234942289807438,0.15916365949917,0.708001100969478
Air New Zealand Ltd,NZ Equity,AIR NZ Equity,2.5,49,3,4.5,3.33333333333333,0.207,8.50128252106999,1.19189213895817,4.80762774457799,17.2156768453955,0.715509384431722,0.705566373464044,0.708269366807422
Sodexo SA,FP Equity,SW FP Equity,3.7,73,3.5,2.7,3.3,2.5213705,3.67012964882519,1.7437383372647,4.84860777441031,20.8355706036765,0.261789955203657,1.35560066338528,0.711651389149812
Colruyt SA,BB Equity,COLR BB Equity,2.5,49,2.9,3,2.8,1.2997255,4.13013348395768,2.00654136304107,8.90714569645588,17.8896074123044,0.00851981479028937,2.19774809230882,0.712845308304566
Humana Inc,US Equity,HUM US Equity,5,99,3.7,5,4.56666666666667,2.77333333333333,2.86356081370522,1.80518084058637,6.95991149429768,19.4572105556523,0.137877313667408,1.80805362037252,0.713447959029359
Alps Electric Co Ltd,JP Equity,6770 JP Equity,2.3,45,1.4,1.3,1.66666666666667,69.87,6.04796445730324,1.41182400320317,7.91681996374564,18.6315152350688,0.129749908870372,1.33045998290378,0.714935599285356
Delek Automotive Systems Ltd,IT Equity,DLEA IT Equity,0.3,5,0.3,0,0.2,0.776717666666667,9.46461995284787,1.68773352734082,13.8125351278617,51.4527484435568,0.367872951267814,1.32387066842248,0.715111355606241
Toyota Motor Corp,JP Equity,7203 JP Equity,4,79,3.2,2.6,3.26666666666667,212.276666666667,8.37981961721506,1.03129543524161,4.68404966287483,12.7158432603036,0.873844888134257,0.597583356567587,0.715231662770091
Swiss Re AG,SW Equity,SREN SW Equity,5,99,4.7,3.5,4.4,-2.750248,-3.80879575501394,0.982520410676976,0.18190502089851,0.974877035902571,0.329423060468636,0.193728847256913,0.716260314365877
EDP - Energias de Portugal SA,PL Equity,EDP PL Equity,3.7,73,4,4.7,4.13333333333333,0.076937,7.23996686716041,1.03489373041822,2.87811737688543,12.9069462806546,1.53899207665185,0.367877258436492,0.717571556299888
Sumitomo Heavy Industries Ltd,JP Equity,6302 JP Equity,2.7,53,0.4,1.1,1.4,70.6766666666667,4.10235152743338,1.14693431147864,4.35664965282486,8.82270499239145,0.118350766488205,0.930441288032087,0.718035636551863
Metro Inc,CN Equity,MRU CN Equity,1.3,25,2.2,3.8,2.43333333333333,2.28,16.6772230876469,1.76956520346168,19.4841594469749,40.634962736153,0.227864693741026,1.98291744337838,0.718809184640936
Nichirei Corp,JP Equity,2871 JP Equity,3,59,3,3.6,3.2,35.2633333333333,3.24160330129097,1.63293874181941,5.15826504211668,11.7643234035772,0.253921154995653,1.56627115156276,0.7217913883251
AGC Inc/Japan,JP Equity,5201 JP Equity,2.9,57,3.7,4,3.53333333333333,82.7666666666667,4.9955728590709,0.936921125464854,3.54087122056312,6.60035172029326,0.452307490089957,0.707530668695019,0.724738523404789
NN Group NV,NA Equity,NN NA Equity,3,59,4.4,3.6,3.66666666666667,1.77187266666667,12.2286794141079,0.948023236018955,0.960653798818244,7.72378381247231,2.14955839688044,0.0877119071053357,0.72508234154641
Foot Locker Inc,US Equity,FL US Equity,1,19,1,4,2,0.5475,3.59593384103188,1.63303431999028,10.7554602607873,15.4287469014894,0.0241722697352044,2.00801536781135,0.725665109092745
Hannover Rueck SE,GR Equity,HNR1 GR Equity,4,79,4,3.5,3.83333333333333,1.92734966666667,4.71485893966868,1.07155595569527,1.51694668674675,10.9390445922475,0.134278877054498,0.291117357943199,0.727587351998964
Osaka Gas Co Ltd,JP Equity,9532 JP Equity,3.9,77,3.3,3.7,3.63333333333333,16.28,2.05879493929866,0.942753414970334,2.62132841283473,5.03877200161993,0.50857363272119,0.697264237418417,0.728569776710816
Wendel SA,FP Equity,MF FP Equity,0,0,1.7,2.9,1.53333333333333,3.718748,4.05460619607278,1.30604963148816,1.30093569800079,9.04588525294557,1.2493190329776,0.541781176110918,0.72917520156261
Deutsche Post AG,GR Equity,DPW GR Equity,3.5,69,3.7,4.5,3.9,0.569681333333333,4.54754668482825,1.84174513197192,6.9165829511189,24.2347561711236,0.193942750016319,1.53841899005594,0.729688656404906
Daiwa House Industry Co Ltd,JP Equity,1925 JP Equity,4.2,83,3.8,3,3.66666666666667,93.1833333333333,6.24665413729248,1.33025596130325,6.3569319361773,17.4171804550453,0.300950923301108,1.00834680827594,0.73062287969121
Texwinca Holdings Ltd,HK Equity,321 HK Equity,2.3,45,1.9,2.7,2.3,0.1099035,3.60251168156632,1.07551492985719,2.99256178011622,5.57087089118022,0.371465266544305,0.813113205737888,0.734924217076295
Navient Corp,US Equity,NAVI US Equity,1,19,2.5,3.6,2.36666666666667,0.27,5.18793530243381,1.00088060308907,0.320929909729197,10.5414464652644,30.7603784547492,0.0440941183438535,0.735451606683591
CDW Corp/DE,US Equity,CDW US Equity,0,0,1.8,5,2.26666666666667,0.983333333333333,3.93652013585509,2.35742008730642,7.44547817643401,53.9609559887313,0.305843475704792,2.18243180117339,0.737366832487697
CarMax Inc,US Equity,KMX US Equity,0.3,5,1,5,2.1,0.9575,3.93256002174882,1.50208193946473,4.09685580625006,21.4003084092807,1.05044790555792,1.02318716328626,0.740233768065541
Lotte Corp,KS Equity,004990 KS Equity,0.4,7,0,1.4,0.6,2553.13814209563,1.31405344022176,1.02979497149642,2.65286401012209,7.86503484624494,1.03248113126326,0.374797263403103,0.74068133605224
Welcia Holdings Co Ltd,JP Equity,3141 JP Equity,1.6,31,1.6,2,1.73333333333333,40.875,2.37372244867903,2.33115934122025,6.3815621647815,14.0795588232686,0.0672132305789898,2.56370303335271,0.742578061753189
WorleyParsons Ltd,AU Equity,WOR AU Equity,2.4,47,3.2,3.7,3.1,0.005,0.0582314283337493,1.38178834983172,0.820907840440165,1.83166372029071,0.284331299521124,1.0767537826685,0.743327227464518
Gap Inc/The,US Equity,GPS US Equity,3.3,65,4,4,3.76666666666667,0.5575,5.43144682554483,1.9965377951574,11.0579880034308,29.2987255403502,0.110127865625503,2.03947900222122,0.743538239828706
Kewpie Corp,JP Equity,2809 JP Equity,2,39,1.4,2,1.8,32.18375,3.33846828463546,1.43345732933949,4.52081146273996,8.29406941196019,0.132196258504464,1.38490176924603,0.743784928657889
Samsung C&T Corp,KS Equity,028260 KS Equity,2.2,43,1.5,2.4,2.03333333333333,1425.66877033333,3.11880097503886,0.987222705004733,1.60438172333827,3.74211493101408,0.235579646200281,0.648388723615536,0.743827415636727
Suzuki Motor Corp,JP Equity,7269 JP Equity,3.4,67,2.3,2.4,2.7,113.52,5.24573894776777,1.41757535560845,6.0297797513406,16.1792295467668,0.217608841216037,1.15381025567853,0.744054272900805
Ageas,BB Equity,AGS BB Equity,1,19,1,3.6,1.86666666666667,0.982069,6.76860002113093,0.987215066057652,0.530588374513638,5.72023020976237,0.494158901792697,0.10831191603933,0.74501673749262
Samsung Life Insurance Co Ltd,KS Equity,032830 KS Equity,4,79,1.7,2.3,2.66666666666667,1131,2.76666780095119,0.970710386146102,0.416876105355608,3.97541904495577,0.616521623082902,0.104906589520033,0.745026761707524
JGC Corp,JP Equity,1963 JP Equity,2,39,1.1,1.6,1.56666666666667,14.5286666666667,1.95025652649113,1.19906566368511,1.72940935455702,2.90147577603019,0.0869721009665748,1.09568922577633,0.750869962441977
Tokyo Gas Co Ltd,JP Equity,9531 JP Equity,3.6,71,2.3,3.3,3.06666666666667,34.4033333333333,3.2189270734323,1.05394055446042,3.28093103470762,6.66784407638556,0.561022154488195,0.780228309489882,0.754809647739723
Alcoa Corp,US Equity,AA US Equity,3.1,61,3,2.8,2.96666666666667,0.12,0.830537101211999,1.21611361189013,1.25575198130979,3.75853074345581,0.167594153557474,0.675508178964227,0.756771481956952
Showa Denko KK,JP Equity,4004 JP Equity,2.5,49,3,3,2.83333333333333,117.573333333333,8.10073678622991,1.2644388115384,3.49278718629357,10.3080359834767,0.59608894025505,0.810864917043891,0.757149056287645
Sony Corp,JP Equity,6758 JP Equity,4.7,93,4,2.7,3.8,108.116666666667,5.51816656047877,1.16533637223392,2.33735757973925,15.9133178402278,0.215906741033386,0.461666499290234,0.758149440663333
Sprint Corp,US Equity,S US Equity,3.8,75,3.4,4,3.73333333333333,0.6,29.0587144251814,1.01143700758788,5.52434816597943,20.231421361784,1.60218027406858,0.396718448432289,0.759563642863198
Valeo SA,FP Equity,FR FP Equity,3.6,71,4.1,4,3.9,1.595251,4.18225841954656,1.59713688960331,5.57285278485392,20.7713046536162,0.275634785322787,1.16677673994402,0.760665792132895
Nufarm Ltd/Australia,AU Equity,NUF AU Equity,2.5,49,2.2,2.7,2.46666666666667,0.173504673591,3.10596530936369,1.21966654880129,2.89571346327393,7.01799837079916,0.353679517945187,0.825622781748658,0.763240560806719
Toray Industries Inc,JP Equity,3402 JP Equity,3,59,2.6,3,2.86666666666667,14.55,4.08935264748164,1.22604550018126,3.909163877757,9.30654105808631,0.480489104817566,0.878340199452391,0.767895533410506
Great-West Lifeco Inc,CN Equity,GWO CN Equity,2,39,1.6,2.6,2.06666666666667,0.574666666666667,5.74000599309583,1.03376046896934,0.588847575573414,11.5996233039046,0.170060305342345,0.107670081737664,0.768628707163574
John Wood Group PLC,LN Equity,WG/ LN Equity,1.4,27,2.6,3.2,2.4,-0.073467,-1.06080806909744,1.08256841742243,-0.402369509332737,-0.905597093145133,0.378309853105981,0.669920395414975,0.770064187744628
BlueScope Steel Ltd,AU Equity,BSL AU Equity,2.8,55,2,3.1,2.63333333333333,0.786,8.03569802385939,1.33491986799182,8.40942741072887,15.5941609833311,0.128666836857606,1.15266061426757,0.771162231580347
Nomura Real Estate Holdings Inc,JP Equity,3231 JP Equity,2.2,43,1.5,2.6,2.1,63.77,7.17262968610987,0.985557318003092,2.83441991649759,9.54989297091038,1.88671445612505,0.374600020521588,0.775658771353363
Cenovus Energy Inc,CN Equity,CVE CN Equity,3.3,65,2.4,4,3.23333333333333,-0.03,-1.72098056939419,0.832213609481994,8.67338685053741,18.3719781475631,0.785061959776026,0.504810981431053,0.778615788364992
Shinsegae Inc,KS Equity,004170 KS Equity,1.2,23,0.7,4,1.96666666666667,6277.97893233333,5.77580324899778,0.940591888485549,1.82642550975672,5.56222755252167,1.00379661788403,0.382757165991859,0.779734078028167
Ebara Corp,JP Equity,6361 JP Equity,2.9,57,2,3.5,2.8,60.36,4.70907108524394,1.1811095324568,4.7829004690765,11.0236189679143,0.255031775093389,0.872634998417747,0.780916104915663
Ito En Ltd,JP Equity,2593 JP Equity,2.1,41,1.8,2.3,2.06666666666667,24.94525,2.44283386495137,1.9005851888532,4.35528798904097,9.0128893618781,0.205539962594147,1.65232194394412,0.78416740230477
ANA Holdings Inc,JP Equity,9202 JP Equity,3,59,3.3,3.5,3.26666666666667,89.0633333333333,5.85706168480542,1.18390753637535,6.46642474578269,16.4904395003092,0.535904535286289,0.79420822665652,0.785241118769141
Seiko Epson Corp,JP Equity,6724 JP Equity,3.4,67,2.8,2.3,2.83333333333333,29.9333333333333,3.61865003934894,1.32479929809675,4.10829750272417,8.31886187615162,0.180052976659627,1.09017203190053,0.789097477484847
Allianz SE,GR Equity,ALV GR Equity,5,99,3.7,3.6,4.1,3.743506,6.21576478230356,1.01997199809,0.781078007794491,10.5126396063804,0.371950573726423,0.119713772683851,0.790053236978273
Prudential Financial Inc,US Equity,PRU US Equity,4,79,2.5,2.9,3.13333333333333,5.75533466666667,15.5915555307573,0.992377800302929,0.824360555289012,13.1947227959849,0.610369404112668,0.0720616440329583,0.793225129541501
NSK Ltd,JP Equity,6471 JP Equity,3.8,75,2.8,2,2.86666666666667,33.28,6.75937449877495,1.27908336765965,5.87620835660286,12.7716232602612,0.22584706332742,0.950633394604008,0.793980001607734
FUJIFILM Holdings Corp,JP Equity,4901 JP Equity,4.7,93,3,3,3.56666666666667,73.9966666666667,5.20441374471529,0.938723852485959,4.74040593917215,7.86618963917382,0.226816220454586,0.707908474365451,0.796647528694302
OMV AG,AV Equity,OMV AV Equity,3.5,69,2.7,3.6,3.26666666666667,1.18,7.98189650295604,1.23059199457078,0.309519931584378,1.14775937734049,0.385815056515916,0.645078020767542,0.798274325495031
Autobacs Seven Co Ltd,JP Equity,9832 JP Equity,0.9,17,0.4,2,1.1,20.62,2.77466374692568,1.18989206772288,2.25482802594623,3.30235845390879,0.0397605048403202,1.10970823885285,0.798524906642355
CH Robinson Worldwide Inc,US Equity,CHRW US Equity,0.5,9,1.6,4,2.03333333333333,0.986666666666667,3.54236402301992,3.50326081680777,12.6149531792171,37.0993460679308,0.123180587505315,3.73758373082712,0.799113035140137
Citizen Watch Co Ltd,JP Equity,7762 JP Equity,3,59,1.3,2.5,2.26666666666667,17.4433333333333,6.60922964747199,0.9917079355531,4.89824421396997,8.16810653140289,0.207152875326003,0.780879039839317,0.804660117746978
Kinden Corp,JP Equity,1944 JP Equity,0.4,7,0.3,1.1,0.6,42.29,6.43713580723097,0.953081364651413,4.96925214230159,6.86501696229594,0.0423604785964015,0.886086608454814,0.805721570797526
Hotel Shilla Co Ltd,KS Equity,008770 KS Equity,0.4,7,0.4,2,0.933333333333333,451.666794,1.56154941397714,2.04155137575544,1.5798940142046,4.90111119891751,0.265269197131301,1.89200737292247,0.806781918941262
Autoliv Inc,US Equity,ALV US Equity,2.3,45,2.6,3,2.63333333333333,1.07333333333333,3.47651327827623,1.85638324708293,5.28946204795593,11.5047839914105,0.127766196445738,1.22308875896153,0.808319423529132
ANDRITZ AG,AV Equity,ANDR AV Equity,2.3,45,2.3,2.4,2.33333333333333,0.580657,3.97470735995666,1.58110484259001,4.19278151435322,20.7018408990654,0.184759140776337,0.950872818051982,0.808944409499823
TV Asahi Holdings Corp,JP Equity,9409 JP Equity,2,39,2.5,3,2.5,34.2466666666667,4.78360764360519,0.791150712633161,3.86050332270925,5.05644719177638,0.00934231622268897,0.7120454960794,0.811910258356236
Mallinckrodt PLC,US Equity,MNK US Equity,0,0,1.8,4,1.93333333333333,5.96666666666667,69.307300652714,0.752372732603773,9.27125433788355,24.6479810170166,3.37106115399375,0.197222436324216,0.814782666880196
Assurant Inc,US Equity,AIZ US Equity,3,59,0.8,3.9,2.56666666666667,2.24333333333333,7.17325173343204,1.02711789377616,1.33399446175789,9.81671441182326,0.257678885778634,0.208425694761887,0.81751252164505
Cie Plastic Omnium SA,FP Equity,POM FP Equity,2.7,53,2.7,3,2.8,1.456506,6.48417886070414,1.67128446258553,7.79650176320127,26.510128732592,0.30394297247172,1.24114058062142,0.818179430696415
FamilyMart UNY Holdings Co Ltd,JP Equity,8028 JP Equity,1.4,27,1.4,1.7,1.5,66.2963333333334,2.65340001606311,1.21072953698319,2.44975219671939,7.64613988090409,0.522942688958777,0.843006490820268,0.819265167832708
Singapore Airlines Ltd,SP Equity,SIA SP Equity,2,39,2.6,3.1,2.56666666666667,0.185666666666667,5.49283937779477,0.947111999691054,2.49874499640637,4.70561192336468,0.227504938986067,0.605963366525324,0.820606205237814
Nagoya Railroad Co Ltd,JP Equity,9048 JP Equity,2,39,0.6,2.5,1.7,36.8666666666667,4.45881429912876,1.13123799301963,2.43495235042781,8.10175592457476,0.888032640115868,0.550535865685332,0.823863182411349
Genuine Parts Co,US Equity,GPC US Equity,0.3,5,0.5,4,1.6,1.00666666666667,3.42994511783965,1.90899528907712,6.2739066752889,19.0749625533735,0.167038610603217,1.60804911524609,0.82623511460141
Sanwa Holdings Corp,JP Equity,5929 JP Equity,1,19,0.9,1.1,1,27.0166666666667,5.46481480559111,1.53069119131653,5.96373242518201,14.0072598437862,0.224973667259185,1.19101075256749,0.82634809261037
Telefonica SA,SM Equity,TEF SM Equity,5,99,5,4.1,4.7,0.144417666666667,6.23658982590497,1.24781953573719,2.47828905232347,21.1550039390501,1.3159147942252,0.433513256869903,0.826876344225253
